Time (days),Cover Temperature (C),Internal Air Temperature (C),Vegetation Temperature (C),Growing Medium Temperature (C),Tray Temperature (C),Floor Temperature (C),Soil Layer 1 Temperature (C),Soil Layer 2 Temperature (C),Soil Layer 3 Temperature (C),Soil Layer 4 Temperature (C),Vegetation Mean Temperature (C),Vegetation Temperature Sum (C),Water Vapour Density (kg/m^3),CO2 Density (kg/m^3),Carbohydrate in Buffer (kg/m^2),Carbohydrate in Fruit (kg/m^2),Carbohydrate in Leaf (kg/m^2),Carbohydrate in Stem (kg/m^2),Relative Growth Rate of Fruit (1/s),Relative Growth Rate of Leaf (1/s),Relative Growth Rate of Stem (1/s)
0.0002199074074074,19.44640939846562,12.160025730922484,12.01383859910078,12.006299772339789,12.000672866636194,12.004077267169407,12.00004823962712,11.999999961638594,11.999850653852036,11.000065356770564,285.1500018214002,0.0026407104887632,0.0085165203457567,0.0007587822467008,0.0099986966598416,0.0010000089846078,0.0100005309706156,0.010000426673491,4.693125331056402e-07,2.776344583082191e-06,2.234208687513717e-06
0.0002314814814814,19.418246638417656,12.167534853053098,12.0145637898367,12.006620116071533,12.000739063586025,12.004286081200291,12.0000531130014,11.999999959442164,11.99984279614415,11.000068796343612,285.1500020076965,0.0027797857022473,0.0085173839396697,0.0007587870235787,0.0099986280628054,0.0010000094562787,0.0100005591058374,0.0100004491542895,4.697440749237752e-07,2.783493498010528e-06,2.2367179223221445e-06
0.0002430555555555,19.39017262519945,12.174961551205795,12.015288626874565,12.006939416255875,12.000808008608487,12.004494354471715,12.000058199147702,11.999999957285011,11.999834938677113,11.000072235893017,285.1500022023106,0.0029188692353882,0.0085182469895946,0.0007587917851892,0.0099985594657511,0.0010000099280309,0.0100005872816948,0.0100004716432897,4.702774175976161e-07,2.792088419711325e-06,2.239860552783986e-06
0.0002546296296296,19.3621873588109,12.182305825380524,12.01601311021426,12.007257672892706,12.00087970170364,12.004702086983627,12.000063498066083,11.999999955167254,11.999827081450974,11.000075675418714,285.1500024052424,0.0030579610881859,0.0085191094955317,0.0007587965315323,0.0099984908686787,0.0010000103998643,0.0100006154981876,0.0100004941404916,4.709125611271627e-07,2.802129348184586e-06,2.243636578899241e-06
0.0002662037037037,19.33422820630591,12.18966116264886,12.016736314704758,12.007575181440076,12.000951421094156,12.004909381374716,12.000068873042665,11.99999995423616,11.999819224367345,11.000079114930486,285.1500026126876,0.0031970574609778,0.0085199716603793,0.0007588012918603,0.009998422271574,0.0010000108715202,0.010000643677443,0.010000516620898,4.711281687789439e-07,2.806516795393978e-06,2.2448796313058054e-06
0.0002777777777777,19.306300063328194,12.19702025568438,12.017458312659471,12.007891918803864,12.001023379525122,12.005116229622274,12.000074334763667,11.9999999544022,11.999811367434006,11.00008255442748,285.1500028249433,0.003336158650761,0.0085208334682782,0.0007588060638868,0.0099983536744381,0.0010000113430189,0.0100006718255479,0.0100005390864628,4.709649903345719e-07,2.805805685956289e-06,2.243837206202824e-06
0.0002893518518518,19.27845089031348,12.204311517870394,12.018179812502012,12.00820765874056,12.00109766116526,12.005322553132087,12.00007998791591,11.999999954786574,11.999803510726167,11.00008599390236,285.1500030449229,0.0034752675670819,0.0085216947638611,0.0007588108252121,0.0099982850772819,0.0010000118145584,0.0100007000021324,0.0100005615563272,4.708222332161539e-07,2.805432368655911e-06,2.242933913385332e-06
0.0003009259259259,19.25068068726188,12.211534949206907,12.01890081423238,12.008522401250104,12.001174266014516,12.005528351904047,12.000085832499508,11.999999955389455,11.999795654243885,11.000089433355072,285.15000327262646,0.0036143842099405,0.0085225555471281,0.0007588155758361,0.0099982164801054,0.0010000122861388,0.0100007282071966,0.0100005840304914,4.7069989742369e-07,2.805396843492845e-06,2.2421697528533284e-06
0.0003125,19.222989454173387,12.218690549693974,12.01962131785058,12.0088361463325,12.001253194072888,12.005733625938204,12.000091868514405,11.99999995621073,11.99978779798704,11.000092872785617,285.1500035080539,0.0037535085793368,0.0085234158180792,0.0007588203157589,0.0099981478829085,0.00100001275776,0.0100007564407405,0.0100006065089553,4.705979829571802e-07,2.80569911046709e-06,2.2415447246068145e-06
0.000324074074074,19.195377191047957,12.22577831933154,12.020341323356604,12.0091488939878,12.001334445340376,12.005938375234509,12.000098095960652,11.999999957250395,11.999779941955694,11.000096312194046,285.1500037512052,0.0038926406752707,0.0085242755767144,0.0007588250449805,0.0099980792856914,0.0010000132294221,0.0100007847027641,0.0100006289917188,4.705164898166245e-07,2.8063391695786466e-06,2.24105882864579e-06
0.0003356481481481,19.167843897885632,12.2327982581196,12.0210608307504,12.009460644216006,12.001418019817038,12.006142599793009,12.000104514838142,11.99999995850851,11.999772086149903,11.000099751580308,285.15000400208044,0.0040317804977424,0.0085251348230336,0.0007588297635009,0.0099980106884539,0.001000013701125,0.0100008129932674,0.010000651478782,4.704554180020228e-07,2.8073170208275145e-06,2.2407120649702544e-06
0.0003472222222222,19.140389574686424,12.239750366058216,12.021779840032025,12.009771397017062,12.001503917502816,12.00634629961371,12.000111125146988,11.999999959985018,11.99976423056961,11.0001031909444,285.1500042606795,0.0041709280467518,0.0085259935570369,0.0007588344713201,0.0099979420911962,0.0010000141728687,0.0100008413122504,0.010000673970145,4.704147675133752e-07,2.808632664213694e-06,2.240504433580208e-06
0.0003587962962962,19.11301422145027,12.246634643147388,12.022498351201476,12.010081152390969,12.001592138397712,12.006549474696612,12.000117926887128,11.999999961679976,11.999756375214758,11.000106630286382,285.1500045270025,0.0043100833222989,0.0085268517787242,0.000758839168438,0.0099978734939181,0.0010000146446533,0.010000869659713,0.0100006964658076,4.703945383506817e-07,2.810286099737185e-06,2.2404359344756504e-06
0.0003703703703703,19.08571783817717,12.253451089387056,12.023216364258758,12.010389910337835,12.00168268250178,12.006752125041658,12.000124920058568,11.999999963593382,11.99974852008546,11.000110069606194,285.15000480104936,0.0044492463243837,0.0085277094880957,0.0007588438548548,0.0099978048966197,0.0010000151164787,0.0100008980356554,0.0100007189657699,4.703947305139423e-07,2.8122773273979875e-06,2.2405065676565824e-06
0.0003819444444444,19.05850042486719,12.260199704777222,12.02393387920381,12.010697670857496,12.001775549814964,12.006954250648905,12.00013210466136,11.99999996572518,11.999740665181662,11.000113508903835,285.15000508282014,0.0045884170530062,0.0085285666851512,0.0007588485305703,0.0099977362993011,0.0010000155883449,0.0100009264400775,0.0100007414700319,4.70415344003157e-07,2.814606347196101e-06,2.2407163331230034e-06
