Time (days),Cover Temperature (C),Internal Air Temperature (C),Vegetation Temperature (C),Growing Medium Temperature (C),Tray Temperature (C),Floor Temperature (C),Soil Layer 1 Temperature (C),Soil Layer 2 Temperature (C),Soil Layer 3 Temperature (C),Soil Layer 4 Temperature (C),Vegetation Mean Temperature (C),Vegetation Temperature Sum (C),Water Vapour Density (kg/m^3),CO2 Density (kg/m^3),Carbohydrate in Buffer (kg/m^2),Carbohydrate in Fruit (kg/m^2),Carbohydrate in Leaf (kg/m^2),Carbohydrate in Stem (kg/m^2),Relative Growth Rate of Fruit (1/s),Relative Growth Rate of Leaf (1/s),Relative Growth Rate of Stem (1/s)
0.0085648148148148,10.706903044869478,11.817937596639297,12.115168230332756,11.984314831393135,12.06331553482778,12.026970816001551,12.016901688308224,12.000504356041688,11.994249764935772,11.002539163854522,285.15115492239966,0.1039369739526813,0.0089904575518987,0.0007617671350081,0.0099492191758602,0.0010003511382371,0.0100208837320645,0.0100166498207315,4.769539730435284e-07,2.811281198969782e-06,2.247088623589033e-06
0.0085763888888888,10.703076030628893,11.81614151529766,12.114775320289198,11.984036339523414,12.063164500882351,12.026898384053084,12.01690878372574,12.00050565974044,11.994242090109651,11.002542586401605,285.15115623962606,0.1040771934396845,0.0089909190164317,0.0007617707209665,0.0099491505204203,0.0010003516153675,0.0100209119077057,0.0100166723290197,4.769600800162997e-07,2.8111618031896277e-06,2.2470860171346025e-06
0.0085879629629629,10.699259911767683,11.814346376224762,12.114381615032755,11.983757491533083,12.063012985020748,12.026825860592568,12.016915797684476,12.000506963413272,11.994234415547908,11.002546008925208,285.15115755219534,0.1042174082844451,0.0089913799831938,0.0007617743059866,0.0099490818649148,0.0010003520925043,0.0100209400813758,0.0100166948373204,4.769661836197543e-07,2.8110430879182845e-06,2.247083427264281e-06
0.008599537037037,10.695454672078938,11.812552159481584,12.11398711820334,11.983478288636547,12.0628609901284,12.02675324614728,12.016922730279134,12.000508267048986,11.9942267412506,11.00254943142528,285.1511588600973,0.1043576184767805,0.008991840452374,0.0007617778900749,0.0099490132093438,0.0010003525696474,0.0100209682530521,0.0100167173456336,4.769722838587312e-07,2.810925082008695e-06,2.247080854289987e-06
0.0086111111111111,10.691660295532415,11.810758844938164,12.113591833443706,11.983198732046844,12.062708519100738,12.02668054124291,12.01692958160544,12.000509570636211,11.994219067217728,11.002552853901877,285.15116016332195,0.1044978240065428,0.0089923004241611,0.0007617814732376,0.0099489445537076,0.0010003530467968,0.0100209964227117,0.0100167398539591,4.769783807381005e-07,2.8108078144998545e-06,2.247078298525319e-06
0.0086226851851851,10.687876766274885,11.808966412273492,12.113195764399222,11.982918822975932,12.06255557484286,12.026607746403045,12.016936351760704,12.000510874163524,11.994211393449234,11.002556276354994,285.1511614618591,0.1046380248636196,0.0089927598987437,0.0007617850554812,0.0099488758980064,0.0010003535239524,0.0100210245903319,0.0100167623622967,4.769844742627635e-07,2.810691314616815e-06,2.247075760285556e-06
0.0086342592592592,10.684104068630065,11.807174840975392,12.112798914718269,11.982638562634406,12.062402160269867,12.02653486214956,12.016943040843389,12.000512177619669,11.994203719945176,11.00255969878458,285.15116275569886,0.1047782210379331,0.0089932188763108,0.0007617886368121,0.0099488072422406,0.0010003540011144,0.0100210527558897,0.0100167848706464,4.769905644376527e-07,2.810575611770684e-06,2.247073239887659e-06
0.0086458333333333,10.680342187098574,11.805384110340697,12.112401288051728,11.982357952231666,12.062248278306583,12.026461889002348,12.016949648953355,12.000513480993163,11.994196046705554,11.002563121190748,285.1511640448312,0.1049184125194411,0.0089936773570511,0.0007617922172368,0.0099487385864104,0.0010003544782826,0.0100210809193621,0.0100168073790079,4.769966512677319e-07,2.8104607355586237e-06,2.2470707376502677e-06
0.0086574074074074,10.676591106357876,11.803594199475183,12.112002888053496,11.98207699297592,12.062093931887771,12.026388827479536,12.01695617619174,12.00051478427264,11.99418837373031,11.002566543573325,285.15116532924617,0.105058599298136,0.0089941353411532,0.0007617957967616,0.0099486699305159,0.0010003549554571,0.010021109080726,0.0100168298873812,4.770027347579957e-07,2.8103467157638515e-06,2.247068253893704e-06
0.0086689814814814,10.672829989396462,11.801846242266947,12.11160148281664,11.981795308474886,12.061936102193272,12.0263155270153,12.016962475081073,12.000516092629825,11.994180701003415,11.00256996593248,285.15116660983443,0.1051987822808148,0.008994592962576,0.0007617993602871,0.0099486012744946,0.0010003554326383,0.0100211372957134,0.0100168523959283,4.770088035846403e-07,2.810244179615093e-06,2.2470650842929383e-06
0.0086805555555555,10.66907729532386,11.800103702931494,12.111199059490955,11.981513234956992,12.06177747322056,12.026242122170627,12.01696867666459,12.000517401454488,11.994173028539194,11.002573388268104,285.15116788578706,0.1053389606441422,0.0089950501028214,0.0007618029212225,0.0099485326184026,0.0010003559098258,0.0100211655148325,0.0100168749045052,4.770148678041604e-07,2.8101437549115507e-06,2.247061854365589e-06
0.0086921296296296,10.665334636826287,11.798363343247845,12.110795796474576,11.981230803140534,12.061618284120923,12.026168625266736,12.016974792582744,12.000518710330027,11.994165356338783,11.002576810580308,285.15116915702384,0.1054791343065595,0.0089955067516225,0.0007618064807551,0.009948463962245,0.0010003563870196,0.0100211937337019,0.0100168974130991,4.770209283071281e-07,2.810044643691969e-06,2.247058619513618e-06
0.0087037037037037,10.661601989250414,11.796625161398822,12.110391696354554,11.98094801404676,12.061458536411578,12.02609503674148,12.016980822870778,12.00052001924746,11.99415768440224,11.00258023286898,285.15117042353546,0.1056193032586415,0.0089959629092325,0.000761810038884,0.009948395306022,0.0010003568642197,0.010021221952325,0.0100169199217099,4.770269850932013e-07,2.8099468815928817e-06,2.2470553797243496e-06
0.0087152777777777,10.657879328062904,11.794889155488988,12.109986761714538,11.98066486869459,12.061298231611543,12.026021357030174,12.016986767564958,12.000521328197806,11.99415001272962,11.002583655134115,285.1511716853126,0.1057594674910009,0.0089964185759048,0.0007618135956087,0.0099483266497338,0.001000357341426,0.0100212501707053,0.0100169424303375,4.770330381620378e-07,2.809850504465862e-06,2.247052134984861e-06
0.0087268518518518,10.654166628850362,11.79315532354417,12.109580995134875,11.980381368100725,12.06113737124116,12.025947586566131,12.01699262670246,12.000522637171969,11.99414234132081,11.002587077375836,285.15117294234585,0.1058996269942875,0.0089968737518934,0.0007618171509283,0.0099482579933808,0.0010003578186386,0.0100212783888462,0.0100169649389818,4.770390875132956e-07,2.8097555483775284e-06,2.247048885281983e-06
0.0087384259259259,10.650463867319331,11.79142366351192,12.109174399192568,11.980097513279476,12.060975956822515,12.025873725780116,12.016998400321311,12.000523946160968,11.994134670175868,11.00259049959402,285.1511741946261,0.1060397817591892,0.0089973284374524,0.000761820704842,0.009948189336963,0.0010003582958575,0.0100213066067513,0.0100169874476429,4.77045133146633e-07,2.809662049609541e-06,2.2470456306023e-06
0.00875,10.64677101929624,11.789694173261182,12.108766976461313,11.979813305243,12.060813989879192,12.025799775100836,12.01700408846068,12.000525255155765,11.994126999294735,11.00259392178873,285.15117544214405,0.106179931776431,0.0089977826328364,0.0007618242573491,0.0099481206804808,0.0010003587730826,0.0100213348244243,0.0100170099563206,4.770511750617087e-07,2.809570044658601e-06,2.2470423709321483e-06
0.008761574074074,10.643088060727678,11.787966850582508,12.108358729511338,11.979528745001176,12.060651471936469,12.025725734954564,12.017009691160354,12.000526564147322,11.99411932867747,11.002597343959906,285.1511766848906,0.1063200770367758,0.0089982363383003,0.0007618278084487,0.0099480520239344,0.001000359250314,0.0100213630418688,0.0100170324650149,4.770572132581811e-07,2.8094795702364545e-06,2.247039106257619e-06
0.0087731481481481,10.639414967680011,11.786241693187833,12.10794966090964,11.979243833561668,12.060488404521095,12.02565160576529,12.01701520846126,12.000527873126655,11.994111658324016,11.002600766107662,285.15117792285645,0.1064602175310241,0.0089986895540994,0.0007618313581399,0.009947983367324,0.0010003597275517,0.0100213912590886,0.0100170549737257,4.770632477357091e-07,2.8093906632698887e-06,2.247035836564557e-06
0.0087847222222222,10.635751716339712,11.784518698710713,12.107539773219855,11.978958571929695,12.060324789161427,12.025577387954854,12.01702064040512,12.00052918208462,11.994103988234372,11.002604188231883,285.15117915603264,0.1066003532500137,0.0089991422804893,0.0007618349064221,0.0099479147106498,0.0010003602047956,0.0100214194760875,0.010017077482453,4.770692784939518e-07,2.809303360900733e-06,2.247032561838559e-06
0.0087962962962962,10.632098283013022,11.782797864706254,12.107129069002156,11.978672961108373,12.06016062738746,12.025503081942588,12.017025987034742,12.00053049101217,11.994096318408594,11.002607610332689,285.15118038441005,0.1067404841846202,0.0089995945177261,0.0007618384532942,0.0099478460539121,0.0010003606820458,0.0100214476928694,0.0100170999911967,4.770753055325684e-07,2.80921770048586e-06,2.2470292820649754e-06
0.0088078703703703,10.62845464412635,11.781079188650892,12.106717550813473,11.978387002098486,12.059995920730728,12.02542868814578,12.01703124839372,12.000531799900273,11.99408864884657,11.00261103240996,285.1511816079797,0.1068806103257567,0.0090000462660658,0.0007618419987554,0.0099477773971111,0.0010003611593022,0.0100214759094382,0.0100171224999567,4.770813288512182e-07,2.809133719597185e-06,2.24702599722891e-06
0.0088194444444444,10.624820776225988,11.779362667942678,12.10630522120738,11.97810069589866,12.059830670724352,12.025354206979216,12.017036424526507,12.00053310873983,11.994080979548356,11.002614454463751,285.1511828267325,0.1070207316643741,0.0090004975257654,0.0007618455428048,0.009947708740247,0.0010003616365648,0.0100215041257979,0.0100171450087331,4.770873484495607e-07,2.809051456021665e-06,2.2470227073152205e-06
0.0088310185185185,10.62119665597811,11.777648299901273,12.1058920827341,11.97781404350502,12.05966487890305,12.025279638855636,12.017041515478695,12.000534417521806,11.994073310513954,11.002617876494014,285.15118404065964,0.1071608481914605,0.0090009482970817,0.0007618490854414,0.0099476400833201,0.0010003621138337,0.0100215323419526,0.0100171675175256,4.77093364327256e-07,2.8089709477612995e-06,2.247019412308517e-06
0.0088425925925925,10.617582260169002,11.775936081767725,12.105478137940452,11.977527045911645,12.059498546803129,12.025204984185224,12.017046521296606,12.000535726237048,11.994065641743362,11.002621298500856,285.1511852497521,0.1073009598980419,0.0090013985802721,0.0007618526266644,0.0099475714263305,0.0010003625911089,0.0100215605579063,0.0100171900263343,4.770993764839636e-07,2.8088922330331317e-06,2.247016112193164e-06
0.0088541666666666,10.613977565704772,11.774226010704638,12.105063389369946,11.977239704110277,12.059331675962426,12.025130243376054,12.017051442027594,12.000537034876515,11.994057973236464,11.002624720484164,285.151186454001,0.1074410667751816,0.0090018483755943,0.0007618561664728,0.0099475027692787,0.0010003630683902,0.0100215887736634,0.0100172125351592,4.77105384919344e-07,2.808815350269245e-06,2.247012806953277e-06
0.0088657407407407,10.610382549611586,11.772518083796058,12.1046478395628,11.976952019090334,12.059164267920494,12.02505541683388,12.01705627771986,12.000538343431115,11.99405030499338,11.002628142444053,285.1511876533975,0.1075811688139809,0.0090022976833065,0.0007618597048655,0.0099474341121646,0.0010003635456778,0.0100216169892278,0.0100172350440001,4.771113896330574e-07,2.8087403381167685e-06,2.2470094965727293e-06
0.0088773148148148,10.606797189035548,11.770812298047645,12.10423149105577,11.976663991839018,12.058996324218242,12.02498050496223,12.017061028422576,12.0005396518917,11.994042637014104,11.002631564380408,285.15118884793293,0.1077212660055782,0.0090027465036669,0.0007618632418417,0.0099473654549887,0.0010003640229716,0.0100216452046041,0.0100172575528569,4.771173906247641e-07,2.808667235437871e-06,2.2470061810351423e-06
0.0088888888888888,10.60322146124264,11.769108650386556,12.103814346382364,11.976375623341369,12.0588278463984,12.024905508162137,12.017065694185815,12.000540960249111,11.994034969298523,11.002634986293288,285.1511900375984,0.1078613583411499,0.0090031948369344,0.0007618667774002,0.0099472967977511,0.0010003645002716,0.0100216734197966,0.0100172800617297,4.771233878941251e-07,2.8085960813097644e-06,2.247002860323894e-06
0.0089004629629629,10.599655343618965,11.76740713766145,12.103396408072626,11.976086914579923,12.05865883600518,12.02483042683258,12.017070275060632,12.000542268494314,11.9940273018467,11.00263840818269,285.15119122238514,0.1080014458119096,0.0090036426833681,0.0007618703115401,0.0099472281404521,0.0010003649775779,0.0100217016348096,0.0100173025706184,4.77129381440801e-07,2.8085269150247043e-06,2.2469995344221147e-06
0.008912037037037,10.596098813670435,11.765707756642428,12.102977678653415,11.975797866535174,12.058489294584376,12.024755261370217,12.017074771098862,12.000543576618156,11.99401963465857,11.002641830048615,285.1511924022846,0.1081415284091088,0.0090040900432273,0.0007618738442603,0.0099471594830919,0.0010003654548903,0.0100217298496477,0.0100173250795229,4.77135371264453e-07,2.808459776089988e-06,2.246996203312688e-06
0.0089236111111111,10.592551849023096,11.764010504021144,12.102558160648073,11.975508480185226,12.058319223683329,12.0246800121692,12.017079182353427,12.000544884611486,11.994011967734195,11.002645251891067,285.15119357728804,0.1082816061240364,0.0090045369167721,0.0007618773755598,0.0099470908256708,0.001000365932209,0.0100217580643154,0.0100173475884432,4.771413573647424e-07,2.8083947042279547e-06,2.246992866978251e-06
0.0089351851851851,10.589014427422685,11.762315376410868,12.10213785657669,11.97521875650591,12.058148624851071,12.024604679621746,12.017083508878043,12.000546192465151,11.994004301073517,11.00264867371004,285.15119474738685,0.108421678948019,0.0090049833042623,0.0007618809054374,0.009947022168189,0.0010003664095339,0.0100217862788172,0.0100173700973791,4.771473397413305e-07,2.808331739375987e-06,2.2469895254011945e-06
0.0089467592592592,10.585486526735224,11.760622370346256,12.10171676895601,11.974928696470895,12.05797749963807,12.024529264117518,12.0170877507274,12.000547500170056,11.993996634676591,11.00265209550554,285.1511959125725,0.1085617468724207,0.0090054292059587,0.0007618844338921,0.0099469535106467,0.001000366886865,0.010021814493158,0.0100173926063307,4.771533183938789e-07,2.8082709216865093e-06,2.2469861785636613e-06
0.0089583333333333,10.5819681249464,11.758931482283458,12.101294900299363,11.97463830105147,12.057805849596548,12.024453766043962,12.017091907957196,12.00054880771694,11.993988968543306,11.00265551727756,285.15119707283645,0.1087018098886432,0.009005874622122,0.0007618879609227,0.0099468848530442,0.0010003673642022,0.0100218427073423,0.0100174151152978,4.771592933220495e-07,2.808212291526989e-06,2.2469828264475493e-06
0.0089699074074074,10.578459200162117,11.757242708600243,12.10087225311679,11.974347571216754,12.057633676280147,12.024378185786247,12.017095980623822,12.0005501150967,11.993981302673774,11.002658939026103,285.15119822817013,0.1088418679881258,0.0090063195530135,0.0007618914865282,0.0099468161953816,0.0010003678415457,0.010021870921375,0.0100174376242805,4.771652645255043e-07,2.808155889479936e-06,2.246979469034508e-06
0.0089814814814814,10.574959730608043,11.75555604559588,12.100448829915024,11.97405650793354,12.05746098124422,12.024302523727329,12.017099968784862,12.000551422300193,11.993973637067882,11.002662360751174,285.15119937856514,0.1089819211623453,0.0090067639988947,0.0007618950107073,0.0099467475376594,0.0010003683188954,0.010021899135261,0.0100174601332786,4.771712320039052e-07,2.8081017563429025e-06,2.2469761063059413e-06
0.0089930555555555,10.571469694629968,11.75387148949102,12.10002463319728,11.973765112166348,12.05728776604559,12.024226780247773,12.017103872498694,12.0005527293182,11.993965971725627,11.00266578245271,285.15120052401306,0.1091219694028162,0.0090072079600274,0.0007618985334589,0.0099466788798777,0.0010003687962512,0.0100219273490051,0.0100174826422921,4.771771957569149e-07,2.808049933128483e-06,2.246972738243006e-06
0.0090046296296296,10.567989070693445,11.752189036427978,12.099599665463645,11.973473384877424,12.05711403224285,12.02415095572593,12.017107691824492,12.00055403614158,11.993958306647071,11.002669204130823,285.1512016645055,0.1092620127010906,0.009007651436674,0.0007619020547818,0.0099466102220367,0.0010003692736132,0.0100219555626122,0.010017505151321,4.771831557841958e-07,2.8080004610643147e-06,2.2469693648266128e-06
0.0090162037037037,10.564517837384244,11.750508682470524,12.09917392921068,11.973181327026792,12.056939781395895,12.02407505053776,12.017111426822623,12.00055534276106,11.9939506418321,11.002672625785465,285.15120280003407,0.109402051048758,0.0090080944290971,0.0007619055746748,0.0099465415641366,0.0010003697509814,0.0100219837760876,0.0100175276603652,4.771891120854104e-07,2.807953381593077e-06,2.2469659860374248e-06
0.0090277777777777,10.56105597340786,11.748830423603977,12.098747426931652,11.972888939572217,12.056765015066505,12.023999065057126,12.017115077554138,12.000556649167493,11.993942977280824,11.002676047416628,285.1512039305905,0.1095420844374457,0.0090085369375596,0.0007619090931366,0.0099464729061779,0.0010003702283558,0.0100220119894361,0.0100175501694245,4.771950646602219e-07,2.807908736372493e-06,2.246962601855858e-06
0.0090393518518518,10.557603457589892,11.74715425573504,12.098320161116533,11.972596223469168,12.056589734817804,12.02392299965544,12.017118644081108,12.000557955351669,11.993935312993187,11.002679469024317,285.15120505616653,0.1096821128588183,0.0090089789623247,0.0007619126101661,0.0099464042481606,0.0010003707057364,0.010022040202663,0.0100175726784991,4.772010135082933e-07,2.8078665672753266e-06,2.246959212262085e-06
0.0090509259259259,10.55416026887582,11.745480174692034,12.09789213425188,11.97230317967086,12.056413942214649,12.023846854701844,12.017122126466576,12.000559261304318,11.993927648969134,11.002682890608526,285.1512061767539,0.1098221363045784,0.0090094205036562,0.0007619161257619,0.009946335590085,0.0010003711831231,0.0100220684157735,0.0100175951875887,4.772069586292878e-07,2.8078269163893847e-06,2.246955817236027e-06
0.0090625,10.550726386331236,11.743808176224832,12.097463348820952,11.972009809128224,12.056237638823347,12.023770630563265,12.017125524774428,12.00056056701635,11.993919985208665,11.00268631216926,285.15120729234434,0.1099621547664658,0.0090098615618181,0.0007619196399228,0.0099462669319514,0.001000371660516,0.0100220966287728,0.0100176176966934,4.772129000228689e-07,2.8077898260175177e-06,2.2469524167573614e-06
0.009074074074074,10.547301789141445,11.74213825600475,12.097033807303603,11.97171611278992,12.05606082621199,12.02369432760429,12.017128839069471,12.000561872478386,11.993912321711775,11.002689733706518,285.15120840292985,0.1101021682362581,0.0090103021370746,0.0007619231526474,0.00994619827376,0.0010003721379151,0.0100221248416664,0.0100176402058131,4.772188376887004e-07,2.807755338677617e-06,2.2469490108055183e-06
0.0090856481481481,10.543886456611917,11.740470409624606,12.096603512176388,11.971422091602337,12.055883505950078,12.0236179461873,12.017132069417528,12.000563177681329,11.993904658478527,11.0026931552203,285.1512095085022,0.1102421767057703,0.0090107422296906,0.0007619266639346,0.0099461296155111,0.0010003726153203,0.0100221530544595,0.0100176627149477,4.772247716264458e-07,2.807723497102618e-06,2.246945599359681e-06
0.0090972222222222,10.540480368168003,11.738804632598772,12.096172465912504,11.971127746509636,12.055705679608764,12.023541486672286,12.01713521588522,12.0005644826158,11.993896995508806,11.002696576710605,285.1512106090533,0.1103821801668552,0.0090111818399309,0.0007619301737829,0.0099460609572049,0.0010003730927317,0.0100221812671577,0.0100176852240972,4.772307018357694e-07,2.807694344240497e-06,2.2469421823987877e-06
0.0091087962962962,10.537083503355063,11.737140920363116,12.09574067098174,11.970833078453722,12.055527348760734,12.023464949416962,12.01713827854013,12.000565787272649,11.99388933280261,11.002699998177434,285.1512117045752,0.110522178611403,0.0090116209680611,0.0007619336821909,0.0099459922988416,0.0010003735701492,0.0100222094797664,0.0100177077332615,4.772366283163352e-07,2.807667923254274e-06,2.2469387599015257e-06
0.0091203703703703,10.533695841838323,11.735479268275071,12.09530812985065,11.970538088374212,12.05534851498038,12.023388334776882,12.017141257450817,12.000567091642608,11.993881670359997,11.002703419620843,285.15121279505973,0.1106621720313416,0.0090120596143469,0.0007619371891574,0.0099459236404216,0.0010003740475728,0.0100222376922913,0.0100177302424406,4.772425510678078e-07,2.8076442775220103e-06,2.2469353318463405e-06
0.0091319444444444,10.530317363403071,11.73381967161339,12.094874844982314,11.970242777208398,12.05516917984346,12.023311643105217,12.01714415268674,12.000568395716355,11.993874008180969,11.00270684104072,285.1512138804991,0.1108021604186364,0.0090124977790544,0.0007619406946809,0.0099458549819451,0.0010003745250027,0.0100222659047379,0.0100177527516344,4.772484700898516e-07,2.807623450636812e-06,2.246931898211428e-06
0.0091435185185185,10.52694804795459,11.732162125578611,12.094440818836574,11.969947145891354,12.054989344927549,12.023234874752802,12.017146964318217,12.000569699484686,11.993866346265406,11.002710262437176,285.1512149608852,0.1109421437652905,0.0090129354624499,0.00076194419876,0.0099457863234122,0.0010003750024386,0.010022294117112,0.0100177752608428,4.772543853821313e-07,2.807605486406825e-06,2.2469284589747377e-06
0.0091550925925925,10.523587875517933,11.730506625292549,12.094006053869862,11.969651195355937,12.0548090118117,12.023158030068316,12.017149692416524,12.000571002938273,11.993858684613317,11.002713683810155,285.1512160362103,0.1110821220633444,0.0090133726648004,0.0007619477013934,0.0099457176648233,0.0010003754798807,0.0100223223294194,0.0100177977700658,4.772602969443121e-07,2.807590428855239e-06,2.2469250141139737e-06
0.0091666666666666,10.520236826238316,11.72885316579874,12.093570552535256,11.969354926532674,12.054628182076556,12.023081109397992,12.017152337053972,12.000572306067909,11.99385102322475,11.00271710515966,285.15121710646645,0.1112220953048763,0.0090138093863729,0.0007619512025794,0.0099456490061787,0.0010003759573289,0.0100223505416658,0.0100178202793033,4.772662047760588e-07,2.8075783222202865e-06,2.246921563606592e-06
0.0091782407407407,10.51689488038079,11.72720174206205,12.093134317282477,11.969058340349818,12.054446857304356,12.02300411308596,12.017154898303602,12.000573608864215,11.99384336209971,11.002720526485689,285.1512181716459,0.111362063482002,0.0090142456274349,0.0007619547023168,0.0099455803474785,0.0010003764347833,0.0100223787538571,0.0100178427885553,4.772721088770369e-07,2.8075692109552413e-06,2.2469181074298038e-06
0.0091898148148148,10.513562018330449,11.72555234896896,12.092697350558012,11.968761437733406,12.054265039078814,12.022927041473906,12.01715737623948,12.00057491131787,11.993835701238083,11.00272394778824,285.15121923174075,0.1115020265868749,0.0090146813882543,0.0007619582006041,0.0099455116887231,0.0010003769122438,0.0100224069659994,0.0100178652978217,4.772780092469119e-07,2.807563139728421e-06,2.24691464556057e-06
0.0092013888888888,10.510238220592328,11.723904981327394,12.09225965480482,11.9684642196072,12.054082728985463,12.022849894901356,12.017159770936589,12.00057621341972,11.993828040639926,11.002727369067372,285.1512202867433,0.1116419846116859,0.0090151166690992,0.0007619616974396,0.0099454430299126,0.0010003773897104,0.0100224351780985,0.0100178878071024,4.772839058853494e-07,2.8075601534231846e-06,2.246911177975609e-06
0.0092129629629629,10.506923467791353,11.72225963386694,12.09182123246262,11.96816668689263,12.053899928611145,12.022772673705504,12.017162082470804,12.000577515160272,11.993820380305236,11.002730790322971,285.1512213366459,0.1117819375486634,0.0090155514702383,0.000761965192822,0.0099453743710474,0.0010003778671831,0.0100224633901605,0.0100179103163975,4.772897987920153e-07,2.807560297137935e-06,2.246907704651389e-06
0.009224537037037,10.503617740672496,11.720616301238463,12.09138208596778,11.96786884050897,12.053716639544575,12.022695378221158,12.017164310919044,12.000578816530378,11.99381272023396,11.00273421155515,285.1512223814409,0.1119218853900736,0.0090159857919403,0.0007619686867497,0.0099453057121276,0.0010003783446619,0.0100224916021916,0.0100179328257067,4.772956879665757e-07,2.8075636161861158e-06,2.246904225564135e-06
0.0092361111111111,10.500321020100728,11.718974978014558,12.090942217753309,11.967570681373104,12.05353286337578,12.022618008781023,12.017166456358892,12.000580117520542,11.993805060426098,11.002737632763854,285.15122342112056,0.1120618281282202,0.0090164196344746,0.0007619721792211,0.0099452370531536,0.0010003788221469,0.010022519814198,0.0100179553350302,4.773015734086966e-07,2.807570156096214e-06,2.2469007406898225e-06
0.0092476851851851,10.497033287060788,11.717335658689194,12.090501630248866,11.9672722103997,12.05334860169654,12.02254056571536,12.01716851886914,12.000581418121556,11.993797400881649,11.002741053949135,285.1512244556774,0.1122017657554444,0.0090168529981107,0.0007619756702347,0.0099451683941257,0.0010003792996379,0.0100225480261859,0.0100179778443678,4.773074551180447e-07,2.807579962611759e-06,2.2468972500041814e-06
0.0092592592592592,10.49375452265764,11.715698337677908,12.0900603258807,11.966973428501262,12.053163856100127,12.022463049352268,12.017170498529367,12.00058271832404,11.993789741600551,11.002744475110887,285.15122548510374,0.112341698264125,0.0090172858831185,0.0007619791597889,0.009945099735044,0.0010003797771351,0.0100225762381616,0.0100180003537194,4.773133330942865e-07,2.8075930816913235e-06,2.2468937534826946e-06
0.0092708333333333,10.490484708116014,11.714063009317783,12.089618307071817,11.966674336587856,12.052978628181506,12.02238546001746,12.017172395420005,12.000584018118616,11.993782082582868,11.002747896249218,285.15122650939213,0.1124816256466786,0.0090177182897684,0.0007619826478821,0.0099450310759088,0.0010003802546383,0.0100226044501314,0.0100180228630851,4.773192073370887e-07,2.807609559508521e-06,2.246890251100599e-06
0.0092824074074074,10.487223824780642,11.712429667867298,12.089175576241814,11.966374935567444,12.052792919537126,12.022307798034433,12.01717420962251,12.000585317496018,11.99377442382854,11.002751317364073,285.1512275285351,0.112621547895559,0.0090181502183309,0.0007619861345127,0.0099449624167204,0.0010003807321477,0.0100226326621019,0.0100180453724647,4.773250778461185e-07,2.8076294424520093e-06,2.246886742832884e-06
0.0092939814814814,10.483971854116248,11.710798307506536,12.088732135806936,11.966075226345538,12.052606731765025,12.02223006372435,12.017175941219309,12.000586616446752,11.993766765337512,11.002754738455453,285.15122854252525,0.1127614650032579,0.0090185816690771,0.000761989619679,0.009944893757479,0.0010003812096631,0.0100226608740795,0.0100180678818582,4.773309446210427e-07,2.807652777125487e-06,2.246883228654292e-06
0.0093055555555555,10.480728777707611,11.709168922337142,12.088287988180127,11.965775209825551,12.052420066464949,12.022152257406104,12.017177590293556,12.000587914961557,11.993759107109897,11.00275815952341,285.1512295513551,0.1129013769623044,0.0090190126422783,0.0007619931033794,0.0099448250981849,0.0010003816871847,0.0100226890860707,0.0100180903912655,4.773368076615289e-07,2.8076796103476966e-06,2.24687970853932e-06
0.0093171296296296,10.477494577259222,11.707541506382142,12.087843135770925,11.965474886908568,12.052232925238002,12.022074379396372,12.017179156929558,12.000589213030992,11.99375144914552,11.002761580567835,285.15123055501726,0.1130412837652654,0.0090194431382061,0.0007619965856122,0.0099447564388385,0.0010003821647123,0.0100227172980822,0.0100181129006866,4.773426669672447e-07,2.8077099891524223e-06,2.2468761824622177e-06
0.0093287037037037,10.474269234595738,11.70591605358618,12.08739758098551,11.965174258493334,12.05204530968706,12.021996430009438,12.017180641212349,12.000590510645736,11.9937437914445,11.00276500158884,285.1512315535045,0.1131811854047451,0.0090198731571326,0.0007620000663758,0.0099446877794398,0.001000382642246,0.0100227455101206,0.0100181354101215,4.773485225378575e-07,2.8077439607884907e-06,2.2468726503969875e-06
0.0093402777777777,10.471052731661755,11.704292557815336,12.086951326226824,11.964873325476503,12.051857221416585,12.021918409557315,12.01718204322799,12.000591807796354,11.993736134006724,11.002768422586428,285.15123254680947,0.1133210818733854,0.0090203026993302,0.0007620035456684,0.0099446191199892,0.0010003831197858,0.0100227737221927,0.01001815791957,4.773543743730354e-07,2.8077815727197714e-06,2.2468691123173864e-06
0.0093518518518518,10.46784505052176,11.702671012857197,12.086504373894345,11.964572088752275,12.051668662032457,12.021840318349804,12.017183363063452,12.000593104473468,11.993728476832246,11.002771843560538,285.1512335349249,0.1134609731638659,0.0090207317650716,0.0007620070234882,0.009944550460487,0.0010003835973317,0.0100228019343052,0.0100181804290321,4.773602224724465e-07,2.8078228726251764e-06,2.246865568196924e-06
0.0093634259259259,10.46464617336028,11.701051412421007,12.086056726384186,11.9642705492127,12.05147963314232,12.021762156694365,12.017184600806672,12.000594400667635,11.993720819921007,11.002775264511172,285.15123451784365,0.1136008592689036,0.0090211603546299,0.0007620104998336,0.0099444818009334,0.0010003840748836,0.0100228301464651,0.0100182029385078,4.77366066835759e-07,2.80786790839866e-06,2.246862018008862e-06
